Number,Title,Relevant,Date_Published,Date_bin,Source,URL,SearchTerm,Content,Keywords,Branch,PoliticalActor,Quote
523,US FWS: Separate Actions Part of Larger Recovery Effort,Y,1/30/2007,Before,M2 Presswire,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/wire-feeds/us-fws-separate-actions-part-larger-recovery/docview/444750988/se-2?accountid=14793,Wolf delisting AND Wyoming,Deputy Secretary of the Interior Lynn Scarlett today announced that the US Fish and Wildlife Service is removing the western Great Lakes population of gray wolves from the federal list of threatened and endangered species and proposing to remove the northern Rocky Mountain population of gray wolves from the list The two separate actions are being taken in recognition of the success of gray wolf recovery efforts under the Endangered Species ActWolves have recovered in the western Great Lakes because efforts to save them from extinction have been a model of cooperation flexibility and hard work Scarlett said This same spirit of collaboration has helped gray wolves in the Northern Rockies exceed their recovery goals to the point where they are biologically ready to be delisted States tribes conservation groups federal agencies and citizens of both regions can be proud of their roles in saving this icon of wildernessGray wolves were previously listed as endangered in the lower 48 states except in Minnesota where they were listed as threatened The Service oversees three separate recovery programs for the gray wolf; each has its own recovery plan and recovery goals based on the unique characteristics of wolf populations in each geographic area The separate actions announced today affect the western Great Lakes wolf population which has been delisted under the ESA and the proposed delisting of the Northern Rocky Mountains population Wolves in other parts of the 48 states including the Southwest wolf population remain endangered and are not affected by actions taken todayWestern Great Lakes wolvesThe Services removal of the gray wolf from the endangered and threatened species list applies only to the Western Great Lakes Distinct Population Segment (DPS) A DPS is a term used in the ESA to describe a significant and discrete population of vertebrate fish and wildlife occurring in a distinct portion of a species or subspecies range In this case the area includes Minnesota Wisconsin and Michigan as well as parts of North Dakota South Dakota Iowa Illinois Indiana and Ohio The DPS includes all the areas currently occupied by wolf packs in Minnesota Michigan and Wisconsin as well as areas in these states in which wolf packs may become established in the future The DPS also includes surrounding areas into which wolves may disperse but are not likely to establish packsWhen the wolf was first listed as endangered in the 1970s only a few hundred wolves remained in Minnesota Recovery criteria outlined in the Eastern Timber Wolf Recovery Plan include the assured survival of the gray wolf in Minnesota and a population of 100 or more wolves in Wisconsin/Michigan for a minimum of five consecutive years The recovery plan identified 1250 to 1400 as a population goal for Minnesota The states wolf population has been at or above that level since the late 1970sThe Wisconsin/Michigan wolf population has been above 100 since the winter of 1993-94 achieving the latter numerical goal in the recovery planThe regions late winter gray wolf population now numbers approximately 4000 and occupies portions of Wisconsin Michigan and Minnesota Wolf numbers in the three states have exceeded the numerical recovery criteria established in the species recovery planThe Michigan Minnesota and Wisconsin Departments of Natural Resources have developed plans to guide future wolf management actions Protection of wolves control of problem animals consideration of hunting and trapping as well as maintenance of the long-term health of the wolf population will be governed by the appropriate state or tribeOnce a species is removed from Endangered Species Act protection there are several safeguards to help ensure it continues to thrive including a mandatory 5-year monitoring period The Service also has the ability to immediately relist a species on an emergency basis if monitoring or other data show that is necessaryThe final rule removing gray wolves in the Western Great Lakes DPS from the list of threatened and endangered species will be published in the Federal Register The rule becomes effective 30 days after publication; until that date gray wolves remain under the protection of the ESA in the western Great Lakes DPS The rule and other information about the gray wolf may be found at wwwfwsgov/midwest/wolfNorthern Rocky Mountain wolvesThe minimum recovery goal for wolves in the northern Rocky Mountains is 30 breeding pairs and at least 300 wolves for three consecutive years a goal that was attained in 2002 and has been exceeded every year since The Service believes that with approved state management plans in place in Montana and Idaho threats to the wolf population will have been reduced or eliminated in those states The northern Rocky Mountain DPS includes all of Montana Idaho and Wyoming the eastern one-third of Washington and Oregon and a small part of north-central UtahWhile the Service has approved wolf management plans in Montana and Idaho it has determined that Wyomings state law and wolf management plan are not sufficient to conserve Wyomings portion of a recovered northern Rocky Mountain wolf populationFish and Wildlife Service Director H Dale Hall said if Wyomings plan is not approved before the Service decides a final action on this proposal the agency would continue to protect wolves under the ESA in the significant portion of their range in northwest Wyoming This excludes the national parks which have adequate regulatory mechanisms to conserve wolvesHall added that the Service could move forward to remove the remainder of the DPS in Montana and Idaho and portions of Wyoming Washington Oregon and Utah from the list of threatened and endangered speciesThe Service is committed to ensuring that wolves thrive in the northern Rocky Mountains after they are delisted and will continue to work with the states to ensure this successful recovery is maintained said Hall I look forward as do all the states that have been involved in wolf recovery to returning management of the gray wolf in the northern Rocky Mountains to the statesComments from the public are encouraged on this proposal to delist the northern Rocky Mountain population of wolves They can be electronically mailed to NRMGrayWolf@fwsgov; hand-delivered to USFWS 585 Shepard Way Helena MT 59601; or mailed to US Fish and Wildlife Service Wolf Delisting 585 Shepard Way Helena MT 59601 All comments must be received within 60 days of the proposed rules publication date in the Federal Register For more information on Northern Rocky Mountain gray wolves visit wwwfwsgov/mountain- prairie/species/mammals/wolf/The US Fish and Wildlife Service is the principal Federal agency responsible for conserving protecting and enhancing fish wildlife and plants and their habitats for the continuing benefit of the American people The Service manages the 95-million-acre National Wildlife Refuge System which encompasses 547 national wildlife refuges thousands of small wetlands and other special management areas It also operates 69 national fish hatcheries 64 fishery resources offices and 81 ecological services field stations The agency enforces federal wildlife laws administers the Endangered Species Act manages migratory bird populations restores nationally significant fisheries conserves and restores wildlife habitat such as wetlands and helps foreign and Native American tribal governments with their conservation efforts It also oversees the Federal Assistance program which distributes hundreds of millions of dollars in excise taxes on fishing and hunting equipment to state fish and wildlife agencies,Wyoming Wolf Gray Wolves Recovery Endangered Species Act,Executive,Deputy Secretary of the Interior Lynn Scarlett,Wolves have recovered in the western Great Lakes because efforts to save them from extinction have been a model of cooperation flexibility and hard work Scarlett said This same spirit of collaboration has helped gray wolves in the Northern Rockies exceed their recovery goals to the point where they are biologically ready to be delisted States tribes conservation groups federal agencies and citizens of both regions can be proud of their roles in saving this icon of wilderness
634,Wolf delisting gets federal approval,Y,1/30/2007,Before,The Spokesman Review,https://wwwproquestcom/docview/2367367268/pagelevelImagePDF/5476D669A7E34AFEPQ/75?accountid=14793&sourcetype=Historical%20Newspapers,Wolf Delisting AND Rocky Mountain,,Montana Endangered Species List  De-listing Wolf Wyoming,Executive,Lynn Scarlett deputy secretary US Department of the Interior,"Today, through this action we recognize a comback of the wolves Restoring the wolf to its place in the natural world while addressing conflicts with people is a difficult balancing act, Scarlett said. But managers, scientists and educators in state wildlife agences have strong working relationships with local landowners and the ability to quickly deal with potental conflicts she said. "
636,State prepares for next chapter of wolves in West,Y,1/30/2007,Before,Great Falls Tribune,https://wwwproquestcom/docview/2061327063/pagelevelImagePDF/5476D669A7E34AFEPQ/77?accountid=14793&sourcetype=Historical%20Newspapers,Wolf Delisting AND Rocky Mountain,"Federal officials announced plans Monday to remove the gray wolf from the list of threatened and endangered species in the Northern Rocky Mountins. All but wiped out in Montana in the 1930s, wolves were added to the list in the 1970s. Their removal would turn management over to the states. Lynn Scarlet, deputy secretary of the U.S. Department of the Interior, called the comeback of wolves a ""major success for conservation achieved."" ""Wolves have met our recovery goals for them,"" she said. The plan covers 89 breeding pairs and 1,243 wolves in the Northern Rocky Mountains. Most of them are in Montana, Wyoming and Idaho. The recovery area also included portions of Washington, Oregon, and Utah. The U.S. Fish and Wildlife Service said it hopes to finalize the proposal before the end of next year. The head of the wolf program in Montana said state officials were pleased Wyoming's disagreements with federal managers isn't holding up plans to turn over management to the states in Idaho and Montana. ""This sort of signals the next chapter for wolves out West."" said Carolyn Sime, wolf program coordinator for Montana Fish Wildlife and Parjs, which is maintaining conservation management long-term. State management will bring with it two majro changes, Sime said. First, hunting will be used to manage the population, just as it is for elk and deer and other wildlife. As long as there are 15 breeding pairs in the state, hunting will be allowed. ""That's our next homework assignment, Sime said. Second, the wolves around Yellowstone National Park are considered experiemntal because they were introduced to the area. Ranchers can haze and in some instances kill wolves if they are threatening or attacking livestock. Ranchers in northwest Montana, where wolves are listed as endangered, can't do that. Under state management, wolves in southern and northern Montana no longer would have a dual classification, Sime said. ""Upon delisting [Northwest Montana ranchers] will have the same ability to protect and defend their livestock,"" Sime said, Ed Bangs, head of the U.S. Fish and wildlife service's recovery efforts in the Northern Rockis, credited the recovery to wolves being  a ""tremendously adaptable animal."" Wolves have just one main threat, and that's people, Bangs said. That made recovery less complicated. ""It was just a single issue of not having people kill too many."" There are 13 breeding pairs and 159 wolves in northwest Montana, many of them living in and around Glacier National Park and the Bob Marshall Wilderness west of Great Falls. Wolves from Canada began recolonizing the area in the early 1980s. Today there are three packs in the Bob Marshall Wilderness. The Ref Shale Pack lives east of the Contnental Divide in the North Fork of the Sun River. There are two packs on the Blackfeet Indian Reservation. Yellowstone National Park and the land around it has 371 wolves and central Idaho, 713. Wolves were introduced there in 1996 and 1997. The minimum recovery for the total Rocky Mountain population is 30 breeding pairs and at least 300 wolves for three consecutive years. Those benchmarks were attained in 2002. In Montana, the first statewide bounty law on wolves was passed in 1884. By the 1930s a self-sustaining breeding population was extinct. Federal officials said they would press ahead with removing the protective designation with or without an approved management plan from Wyoming. That state's plan would lead to excessive levels of human-caused mortality, according to the federal goverment. Plans already have been authorized in Idaho and Montana and state officials have been managing wolves for two years. Wolves in Glacier and Yellowstone would remain fully protected because they are in national parks. Defenders of wildlife, which runs a program in which ranchers are compensated for livestock losses to wolves, said management plans of Idaho and Wyoming are geared toward extinction. It said the states should take a cue from Montana, which the group said has a strong conservation-oriented management plan for wolves. ""Removing wolves from the endangered species list doesn't mean we can forget about them"" said the group's president Rodger Schlickeisen. ""If we do, the species will land right back on the list."" It also was announced Montay that the western Great Lakes population of gray wolves is being removed from the threatened and endangered species list. This isn't just a proposal. The population of about 4,000 wolves is located in portions of Wisconsin, Michigan, and Minnesota. ",Montana Endangered Species List  De-listing Wolf Idaho Wyoming,Executive,Lynn Scarlett deputy secretary US Department of the Interior,Called the comback of wolves a major success for conservation achieved Wolves have met our recovery goals for them
501,THE BIG BANG,Y,1/31/2007,Before,Boise Weekly,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/newspapers/big-bang/docview/367599227/se-2?accountid=14793,Wolf delisting AND Wyoming,,Montana Idaho Wyoming Wolf De-listing Endangered Species List  Hunting,NGO,Rodger Schlickeisen Defenders of Wildlife President ,Today should be a day of celebration and recognition of the commitment our nation has made to the recovery of wolves in the northern Rocky Mountains said Rodger Schlickeisen from Defenders of Wildlife But instead we must sound the alarm bells because with one stroke of a pen the Bush administration has announced they plan to hand over management of gray wolves to states whose main goal is to exterminate wolves
119,Gray wolves may lose US protected status ; A US proposal to delist wolves as endangered would put them back in hunters line of fire critics say: [ALL Edition],Y,2/1/2007,Before,The Christian Science Monitor,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/gray-wolves-may-lose-us-protected-status-u-s/docview/405555455/sem-2?accountid=14793,Wolf Delisting AND Idaho,,Gray Wolves Montana Idaho Wyoming Endangered Species Act Wolf De-listing Protections Recovery NGO,NGO,Rob Edward of Sinapu an advocacy group in Boulder Colo,The brown pelican the American alligator and the peregrine falcon are prime examples of recovered species that now occupy nearly all of their historic range says Rob Edward of Sinapu an advocacy group in Boulder Colo Yet because the livestock industry refuses to tolerate wolves the government has set the bar much lower and moved much slower
176,For Wolves a Recovery May Not Be the Blessing It Seems,Y,2/6/2007,Before,New York Times,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/newspapers/wolves-recovery-may-not-be-blessing-seems/docview/433524397/se-2?accountid=14793,Wolf Delisting AND Wyoming,,De-listing Idaho Montana Wyoming Wolf Hunting Endangered Species List,NGO,Jamie Clark executive vice president of Defenders of Wildlife,We dont support the delisting at this time said Jamie Clark executive vice president of the group Hunting is fine But you have to be judicious about where you hunt and when you hunt Wyoming and Idaho say they are going to kill wolves but theres no mention of population science or monitoring Its politics not science She said the group was not ruling out a lawsuit to keep the delisting from going forward
106,Nez Perce Tribe supports wolf delisting,Y,2/8/2007,Before,Wind River News,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/newspapers/nez-perce-tribe-supports-wolf-delisting/docview/362766343/se-2?accountid=14793,Wolf Delisting AND Wyoming,,Wyoming De-listing Wolf Idaho Montana Recovery,Executive,Ed Bangs a US Fish and Wildlife Service Wolf Biologist,The Nez Perce Tribe has been leading wolf management efforts from about the first time we put wolves back into north central Idaho and they have been doing an outstanding job said Ed Bangs wolf recovery coordinator for the US Fish and Wildlife Service at Billings Mont
620,Feds may be open to Wyo wolf law,Y,2/18/2007,Before,The Daily Spectrum,https://wwwproquestcom/docview/2104453217/pagelevelImagePDF/5476D669A7E34AFEPQ/61?accountid=14793&sourcetype=Historical%20Newspapers,Wolf Delisting AND Rocky Mountain,"The federal government is sympathetic to Wyoming's desire to protect wildlife populations during the proposed wolf delisting process, but the necessary federal rule changes may take just as long as the delisting process itself, a U.S. Fish and Wildlife Service official said. USFWS Regional Director Mitch King responded to draft legislation proposed by Gov. Dave Freudenthal detailing the level of wildlife losses that would allow the state to kill the wolves blamed for the predation. ""It doesn't sound like they are totally out of whack."" King said. ""As I have said over and over again, wolves eat wildlife, and my biggest concern is we have about three and a half times more wolves than what is necessary for delisting,"" he said. ""If we can bring wolf populations back into synch... we can begin to address the state's concern."" The Fish and Wildlife Service announced a proposal recently to remove Rocky Mountain gray wolves from the endangered species list in Wyoming, Idaho and Montana. But the agency also denied a request from Wyoming for permission to kill wolves to keep the animals from decimating wildlife herds while the delisting process occurs. If Wyoming won't join the delisting process, the federal agency has said it's prepared to remove federal protection for wolves only in the other two states and in national parks in Wyoming. Federal rules governing wolf management would have to be changed in order to accomodate Wyoming's plan to protect its wildlife. ",Wolf De-listing Gray Wolves Wyoming,Executive,Mitch King US Fish and Wildlife Service Regional Director ,It doesnt sound like they are totally out of whack King said As I have said over and over again wolves eat wildlife and my biggest concern is we have about three and a half times more wolves than what is necessary for delisting he said If we can bring wolf populations back into synch we can begin to address the states concern
49,Wolf delisting: Topic causes howling,Y,3/2/2007,Before,Great Falls Tribune ,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/wolf-delisting-topic-causes-howling/docview/441223405/sem-2?accountid=14793,Wolf Delisting AND Montana,,Montana Wyoming De-listing Idaho Recovery Protections,NGO,Geri Vistin a wildlife biologist,Geri Vistin a wildlife biologist said the plan to delist falls short for a couple of reasons One is that the threatened and endangered species act requires the population of wolves to be recovered in a significant portion of their range which she said isnt the caseWolf recovery has just begun she said It is in no way completed
72,FIERCE FIGHT OVER WOLVES; Extra security hired for delisting meeting tonight;: [ONE ZONE ONLY Edition],Y,3/8/2007,Before,Spokesman Review,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/fierce-fight-over-wolves-extra-security-hired/docview/395041406/sem-2?accountid=14794,Wolf Delisting and Idaho,Wolves might have a dangerous reputation but its the people who love or hate them who seem to be causing anxiety for the federal officials organizing a public hearing today in Spokane Valley on the fate of wolves in the Interior West. We have hired extra security said Tom Buckley spokesman for the US Fish and Wildlife ServiceBuckley insisted the guards arent for Ed Bangs the agencys wolf recovery coordinator Bangs whose life has been threatened and whose likeness has been hung in effigy for his role in shepherding the return of the wolf will be at the hearing to answer questionsWe want to be sure the people who come to these can have a sense of security Buckley explainedSince being reintroduced to the northern Rockies in 1995 and 1996 gray wolves have made a comeback The federal government now believes enough wolves are living in Idaho Montana and Wyoming - at least 1250 according to the latest estimate - that they can be removed from the endangered species listShould wolves be delisted management will be turned over to the states which are clamoring for more flexibility in controlling wolf populations Some worry that states seem a little too eager - Idaho Gov Butch Otter recently said he wants to be first in line to buy a wolf hunting tagMike Petersen executive director of The Lands Council has been encouraging members of the Spokane conservation group to attend the meeting and oppose delistingIts reckless to hand over management of the wolves to ranchers and hunters Petersen said We almost exterminated wolves once before It was the ranchers and it was the hunters who did thatTodd Bartlett a longtime trapper and backcountry guide in the mountains of North Idaho said wolves in recent years have taken a huge bite out of big game herds especially in the St Joe River area Before wolves returned to the drainage Bartlett said it was common to see scores of deer and elk this time of year grazing on snow-free south-facing slopesLast month he visited the Red Ives area Usually theres hundreds of elk in there We were in there 10 hours We did not see one live animalMany wolf paw prints were spotted however as was a young recently dead wolf The animal was not yet stiff It was mostly skin and bones said BartlettIn Bartletts view the starved wolf is evidence the predators have already overeaten game herds and must be managed The state of Idaho agrees and has proposed reducing the number of wolves in the state from an estimated 650 to 100Jim Peek has also noticed changes in the big game herds near the Salmon River where he hunts Despite the growing presence of wolves the populations of elk and mule deer are increasing in some areas said Peek a longtime hunter and professor emeritus at the University of Idaho For more than two decades Peek has studied plant and animal ecology in the Idaho backcountryPeek attributes the increase to better forage conditions created by huge wildfires in recent years Elk are declining in the Clearwater Lochsa and St Joe river areas not because of predators but because there havent been big forage-producing fires in these drainages for 70-some years Peek said Killing wolves wont reverse the decline Peek saidPeek supports state management of wolves but he worries the animals will be used as a scapegoat and hunted based on politics not scienceIn coming months the Fish and Wildlife Service will have to reconcile hundreds - perhaps thousands - of comments like these as it decides whether to remove federal protections for gray wolves Agency spokesman Tom Buckley said its doubtful delisting would occur this yearShould wolves be delisted environmental groups have vowed to fight any state plan that calls for widespread reductions in wolf numbers,Idaho Montana Wyoming Wolf Endangered Species List  De-listing Recovery Protections NGO,NGO,Mike Petersen executive director of The Lands Council,Mike Petersen executive director of The Lands Council has been encouraging members of the Spokane conservation group to attend the meeting and oppose delistingIts reckless to hand over management of the wolves to ranchers and hunters Petersen said We almost exterminated wolves once before It was the ranchers and it was the hunters who did that
